model,layer,unit,weighted_mean_sim,diversity_score,n_eff,sum_weights,max_auc,n_desc_auc_ge_05,has_reliable_desc,median_sim_unweighted,min_sim_unweighted,range_gap_unweighted,n_valid_pairs,redundancy_fraction_unweighted,unweighted_similarity_zscore,baseline_percentile,baseline_mean,baseline_std,exp_confidence_adjusted_diversity,unweighted_mean_sim,unweighted_diversity
Llama-3.1-8B-Instruct,20,3740,0.4482936925426294,0.5517063074573706,4.374259577045604,2.7016,0.8047,3,True,0.4190348885190582,0.3968702852725982,0.02216460324645997,10,0.0,1.404247214239461,91.9,0.38443857045846686,0.0430277552910385,0.482661319822374,0.4448601759608849,0.5551398240391151
Llama-3.1-8B-Instruct,20,5188,0.3792237760123612,0.6207762239876389,4.851778721863861,2.9636,0.7876000000000001,4,True,0.3811728060245514,0.3282103538513183,0.05296245217323309,10,0.0,0.01773986978387427,50.7,0.38443857045846686,0.0430277552910385,0.6023737749164441,0.3852018772344223,0.6147981227655777
Llama-3.1-8B-Instruct,20,5424,0.3764123371923644,0.6235876628076356,4.994947582029879,4.8580000000000005,0.9992,5,True,0.37968555406702786,0.2827313036803105,0.09695425038671734,10,0.0,-0.16673409324427427,42.699999999999996,0.38443857045846686,0.0430277552910385,0.6229575377049326,0.377264376695679,0.622735623304321
Llama-3.1-8B-Instruct,20,5733,0.3483419796448335,0.6516580203551665,4.676115652439078,1.8674000000000002,0.5121,1,False,0.33045154786570685,0.2923925766476918,0.03805897121801505,10,0.0,-0.7872035304221269,21.9,0.38443857045846686,0.0430277552910385,0.6094456538040515,0.350566969587222,0.649433030412778
Llama-3.1-8B-Instruct,20,7860,0.37843465861404524,0.6215653413859548,4.118916866727612,2.5787,0.9497,2,True,0.35189691185951233,0.2481821777603432,0.10371473409916912,10,0.0,-0.0471438621870555,47.9,0.38443857045846686,0.0430277552910385,0.5120351936815831,0.3824100758928078,0.6175899241071923
Llama-3.1-8B-Instruct,20,8256,0.3308411660663936,0.6691588339336064,4.5523967295975,0.0723,0.0206,0,False,0.3361011347830978,0.2275233417749405,0.10857779300815729,10,0.0,-1.4581986671701699,6.800000000000001,0.38443857045846686,0.0430277552910385,0.6092552974361253,0.3216955550417503,0.6783044449582497
Llama-3.1-8B-Instruct,20,8476,0.22211851052842407,0.777881489471576,1.5894235812593076,0.7838999999999999,0.6133,1,True,0.26724575854828825,0.1460685555853191,0.12117720296296916,10,0.0,-2.278377621465065,1.0,0.38443857045846686,0.0430277552910385,0.24727663655824736,0.2864050957014897,0.7135949042985104
Llama-3.1-8B-Instruct,20,8552,0.3507083008768278,0.6492916991231722,4.728581639411599,3.8404000000000003,0.9895,4,True,0.3486333770835943,0.2905294548834041,0.05810392220019023,10,0.0,-0.4147261604966459,33.800000000000004,0.38443857045846686,0.0430277552910385,0.6140457614192385,0.3665938347118252,0.6334061652881748
Llama-3.1-8B-Instruct,20,8631,0.4365418410185237,0.5634581589814762,4.984134326805285,3.9827000000000004,0.8826,5,True,0.44924698770046234,0.3215361343898699,0.12771085331059245,10,0.0,1.1743534646041347,88.8,0.38443857045846686,0.0430277552910385,0.561670230379617,0.4349683639586368,0.5650316360413632
Llama-3.1-8B-Instruct,20,8876,0.44355236123121916,0.5564476387687809,4.99678525130537,4.7231000000000005,0.9679,5,True,0.4183850586414337,0.351381520968125,0.06700353767330869,10,0.0,1.375699947806882,91.60000000000001,0.38443857045846686,0.0430277552910385,0.5560898709047085,0.4436318511665958,0.5563681488334042
Llama-3.1-8B-Instruct,20,9836,0.3828137898020829,0.6171862101979171,4.412837223596362,1.5650999999999997,0.5125,1,False,0.3716541975736618,0.2222888204707137,0.14936537710294812,10,0.0,-0.4162610250768994,33.7,0.38443857045846686,0.0430277552910385,0.5447084564503475,0.3665277929342612,0.6334722070657388
Llama-3.1-8B-Instruct,20,10046,0.3599061063321423,0.6400938936678577,4.319636444081323,2.7561,0.9415,2,True,0.3512015945639593,0.1875011362134736,0.16370045835048566,10,0.0,-0.6481412313110199,25.7,0.38443857045846686,0.0430277552910385,0.5529945821443186,0.3565505081635839,0.6434494918364161
Llama-3.1-8B-Instruct,20,10182,0.43670066339975044,0.5632993366002496,4.350406090353797,1.9892999999999998,0.6067,1,True,0.4225136119878218,0.3638055784934095,0.05870803349441228,10,0.0,1.3682038298991694,91.60000000000001,0.38443857045846686,0.0430277552910385,0.4901161729275958,0.44330931003963,0.5566906899603701
Llama-3.1-8B-Instruct,20,10617,0.395528097426345,0.604471902573655,4.615273559640225,3.2755,0.9833,4,True,0.3632794970780797,0.261784547130873,0.1014949499472067,10,0.0,0.10723155862215072,54.50000000000001,0.38443857045846686,0.0430277552910385,0.5579606378987224,0.3890525037223374,0.6109474962776626
Llama-3.1-8B-Instruct,20,10765,0.305544412373787,0.6944555876262131,4.846384749415008,1.9191,0.5034000000000001,1,False,0.28873432882161376,0.1777184307575225,0.11101589806409126,10,0.0,-1.769854052070093,3.8,0.38443857045846686,0.0430277552910385,0.6731197938035434,0.308285723405142,0.6917142765948581
Llama-3.1-8B-Instruct,20,11587,0.4087080134454368,0.5912919865545632,4.693078400036738,2.9680999999999997,0.8655999999999999,3,True,0.3931311613702543,0.2826483845710754,0.1104827767991789,10,0.0,0.6040534128941414,72.8,0.38443857045846686,0.0430277552910385,0.5549959300428067,0.4104296328911926,0.5895703671088074
Llama-3.1-8B-Instruct,20,11626,0.3906137899429276,0.6093862100570724,4.964319312988383,3.3441,0.7634000000000001,5,True,0.38580426573753357,0.2736800582790324,0.11212420745850116,10,0.0,0.20694756488356492,57.9,0.38443857045846686,0.0430277552910385,0.605037546331024,0.3933430596383532,0.6066569403616469
Llama-3.1-8B-Instruct,20,12784,0.4010280674639867,0.5989719325360132,4.870172923436714,3.6978000000000004,0.8799,5,True,0.4205655814360437,0.2680086573364931,0.15255692409955063,10,0.0,0.49870746665650223,70.19999999999999,0.38443857045846686,0.0430277552910385,0.5834193775470907,0.4058968332955766,0.5941031667044234
Llama-3.1-8B-Instruct,30,46,0.4480653250173823,0.5519346749826177,4.228408196663788,0.0719,0.0227,0,False,0.37857634552858266,0.3057711720466614,0.07280517348192128,10,0.0,0.59517352482285,72.8,0.38443857045846686,0.0430277552910385,0.4667610207438929,0.4100475512402493,0.5899524487597507
Llama-3.1-8B-Instruct,30,129,0.41967157307056746,0.5803284269294325,4.932557561031739,2.6613,0.613,3,True,0.3816659392150073,0.3229725956916809,0.05869334352332639,10,0.0,0.8641319452454902,80.2,0.38443857045846686,0.0430277552910385,0.5725006740264855,0.4216202283376589,0.5783797716623411
Llama-3.1-8B-Instruct,30,557,0.3457037463112257,0.6542962536887743,4.70427348504384,3.5156,0.8777999999999999,4,True,0.3612067039550608,0.2039476809532836,0.15725902300177722,10,0.0,-0.7386031093587615,22.8,0.38443857045846686,0.0430277552910385,0.6155977035183239,0.3526581366117779,0.6473418633882221
Llama-3.1-8B-Instruct,30,715,0.41311729888466026,0.5868827011153397,4.876068233236048,3.0481,0.7486999999999999,4,True,0.40044863237034806,0.3574894475188688,0.04295918485147926,10,0.0,0.6949447333044325,75.7,0.38443857045846686,0.0430277552910385,0.5723360191088548,0.414340482383886,0.585659517616114
Llama-3.1-8B-Instruct,30,738,0.3102498851023931,0.6897501148976068,3.057535977193242,0.2688999999999999,0.121,0,False,0.3184427836968091,0.1983326735099957,0.12011011018681342,10,0.0,-1.6913926966481323,4.6,0.38443857045846686,0.0430277552910385,0.42178715831452107,0.3116617394060413,0.6883382605939588
Llama-3.1-8B-Instruct,30,1721,0.4086605670112903,0.5913394329887097,4.42801797954434,2.9722999999999997,0.8732,2,True,0.4065299092621599,0.2016009866237056,0.20492892263845433,10,0.0,0.576773475146869,72.39999999999999,0.38443857045846686,0.0430277552910385,0.5236923282575124,0.4092558384054482,0.5907441615945518
Llama-3.1-8B-Instruct,30,1911,0.40369854536639904,0.596301454633601,4.777786818656027,2.855,0.8068000000000001,4,True,0.3937196347880588,0.3083257675170898,0.08539386727096904,10,0.0,0.49270556738788907,69.89999999999999,0.38443857045846686,0.0430277552910385,0.5698002459787668,0.4056385850425652,0.5943614149574348
Llama-3.1-8B-Instruct,30,2324,0.3523841063076516,0.6476158936923484,3.208521881919621,0.0907,0.0425,0,False,0.36635801747041996,0.2114405505990657,0.15491746687135427,10,0.0,-0.6986870397925736,23.799999999999997,0.38443857045846686,0.0430277552910385,0.41557795319816615,0.3543756354852519,0.6456243645147481
Llama-3.1-8B-Instruct,30,2589,0.6076956359040053,0.3923043640959947,2.1681433555326155,0.1459,0.0945,0,False,0.4022889493531623,0.3271136581897735,0.07517529116338878,10,0.0,2.0964472875116273,97.8,0.38443857045846686,0.0430277552910385,0.17011442007223576,0.4746439913260786,0.5253560086739214
Llama-3.1-8B-Instruct,30,3461,0.3141041503400975,0.6858958496599026,3.99211777614083,1.3879000000000001,0.4775,0,False,0.332207749354378,0.2600997972369454,0.07210795211743265,10,0.0,-1.1660915627274586,12.4,0.38443857045846686,0.0430277552910385,0.5476354028017031,0.3342642680504851,0.665735731949515
Llama-3.1-8B-Instruct,30,3828,0.3753671617488051,0.624632838251195,4.63368815128158,1.4068999999999998,0.3615,0,False,0.36938183535877145,0.2598175847639097,0.10956425059486175,10,0.0,-0.17815791419310217,42.5,0.38443857045846686,0.0430277552910385,0.5788707563011892,0.3767728353234042,0.6232271646765958
Llama-3.1-8B-Instruct,30,4971,0.35330513557173754,0.6466948644282624,4.592820800978645,2.891,0.8389,3,True,0.336378624574335,0.2439119219779968,0.09246670259633819,10,0.0,-0.8627889545848381,19.1,0.38443857045846686,0.0430277552910385,0.5940307250464376,0.3473146984527795,0.6526853015472205
Llama-3.1-8B-Instruct,30,5245,0.3459715475493261,0.6540284524506739,4.9753319513725645,4.3795,0.937,5,True,0.3071110902668285,0.2340797642421866,0.07303132602464188,10,0.0,-0.9738801064682565,17.0,0.38443857045846686,0.0430277552910385,0.650801731316918,0.3425346955545402,0.6574653044454598
Llama-3.1-8B-Instruct,30,6472,0.40838281626842543,0.5916171837315746,4.9716501054499895,4.4602,0.9944,5,True,0.37393660326424555,0.3199093735191041,0.05402722974514146,10,0.0,0.43019997178782415,68.0,0.38443857045846686,0.0430277552910385,0.5882627267770217,0.402949109570765,0.597050890429235
